id,created_at,retweet_count,favorite_count,verified,botScore,Number of caps ratio,Number of Exclamations,Tweet,URLs,Fake or Not
937384854718730241,2017-12-03 18:15:39,0,0,0,0.25,0.06338028169014084,0,Looks like Anderson and Cazzola swap on the top line. Cazzola playing wing with Anderson at C. Maybe to give Cazzol… https://t.co/ws2l0Aqnhk,['https://t.co/ws2l0Aqnhk'],1
937378583294640128,2017-12-03 17:50:44,2,3,0,0.25,0.140625,0,Sure are a ton of Fife fans here tonight https://t.co/bVU6OIjXJZ,['https://t.co/bVU6OIjXJZ'],1
937318402481426432,2017-12-03 13:51:36,5,0,0,0.25,0.1592356687898089,2,"RT @edcapitals: 🥅 🔥 GAME DAY! ARE YOU READY?  🔥 🥅

Edinburgh Capitals face off against @FifeFlyers this evening!

🦁 Let's make some noise f…",[],1
937061419941617665,2017-12-02 20:50:26,0,0,0,0.25,0.12,0,The Flyers are a bad hockey team and this upsets me https://t.co/LKBv6F8WFU,['https://t.co/LKBv6F8WFU'],1
937026258558423041,2017-12-02 18:30:43,1,1,0,0.25,0.12903225806451613,0,"Boyd out, Robertson in on the 3rd line https://t.co/FhEVeJhjIK",['https://t.co/FhEVeJhjIK'],1
936191565269258241,2017-11-30 11:13:57,4,0,0,0.25,0.07042253521126761,0,RT @TheStudentSport: Slightly delayed but here it is: Your @DrewMeyerHockey report from the @edcapitals #eihl game last night: https://t.co…,['https://t.co\xe2\x80\xa6'],1
936190535802515456,2017-11-30 11:09:51,1,2,0,0.25,0.06172839506172839,0,"Caps couldn't hold on last night after taking a 2-0 lead

https://t.co/t7jxWZ7AO3",['https://t.co/t7jxWZ7AO3'],1
935964040446332930,2017-11-29 20:09:51,1,5,0,0.25,0.028169014084507043,0,"The @edcapitals really missed Vorobyev along the boards, visible impact",[],1
935963874452475910,2017-11-29 20:09:11,5,0,0,0.25,0.09859154929577464,0,RT @edcapitals: CAPITALS 2-0 Devils after one period with goals from Cazzola in the first minute and Valeyev mid way through the period...G…,[],1
935950741109342208,2017-11-29 19:17:00,0,0,0,0.25,0.0196078431372549,1,not many away fans tonight...presumably because it's a Wednesday and Wales is quite a while from here!,[],1
935949801316929542,2017-11-29 19:13:16,0,0,0,0.25,0.035211267605633804,0,"Stat - @edcapitals PK ranks 7th in the league at 76.6%, which is telling considering the amount of goals they let i… https://t.co/vsNdq98cR6",['https://t.co/vsNdq98cR6'],1
935943880654155776,2017-11-29 18:49:44,1,1,0,0.25,0.056338028169014086,0,"Boyd and Vorobyev back in the team, Pavel rejoins Cazzola on the top line. Look for the Caps to try and establish t… https://t.co/uR2F1g59x4",['https://t.co/uR2F1g59x4'],1
935491536082604032,2017-11-28 12:52:17,0,1,0,0.25,0.02857142857142857,0,at least the Eagles are really good,[],1
935078767172743168,2017-11-27 09:32:05,2,0,0,0.25,0.125,1,RT @edcapitals: @DrewMeyerHockey on the game last night! https://t.co/pBZsPljgBY,['https://t.co/pBZsPljgBY'],1
934909700193341440,2017-11-26 22:20:16,6,0,0,0.25,0.1267605633802817,2,"RT @TheStudentSport: .@edcapitals with another win! And @DrewMeyerHockey with a full game write-up plus notes! #EIHL 
https://t.co/gAaAKWwT…",['https://t.co/gAaAKWwT\xe2\x80\xa6'],1
934909335662223360,2017-11-26 22:18:50,2,6,0,0.25,0.09782608695652174,2,"The Capitals won today against the Dundee stars! Read all about it!

https://t.co/P5h3tK6BUR",['https://t.co/P5h3tK6BUR'],1
934898397529722880,2017-11-26 21:35:22,0,2,0,0.25,0.018018018018018018,0,@Matt_Journalist this has been the first time in my lifetime they've been this good. oh what a time to be alive,[],1
934897627958824960,2017-11-26 21:32:18,0,1,0,0.25,0.17142857142857143,0,@Matt_Journalist Go Birds Go Philly,[],1
934877158484439040,2017-11-26 20:10:58,1,1,0,0.25,0.0196078431372549,0,"impressed with Capitals powerplay today, though I do wish they would create some more chances at 5 v 5",[],1
934854392116805634,2017-11-26 18:40:30,0,1,0,0.25,0.0,0,what an absolute turnaround in this game by the @edcapitals,[],1
934844106957819906,2017-11-26 17:59:38,0,1,0,0.25,0.0,0,@johnwblabla that was my question exactly,[],1
934478012116099075,2017-11-25 17:44:54,1,1,0,0.25,0.09090909090909091,0,"Sticking with similar lines to last week's win, expected as much https://t.co/OSNhG7RNzB",['https://t.co/OSNhG7RNzB'],1
934187503103430657,2017-11-24 22:30:31,0,0,0,0.25,0.044444444444444446,0,The Flyers are either scary good or scary bad,[],1
934184108435099649,2017-11-24 22:17:02,0,0,0,0.25,0.5,0,CHOO CHOO Y'ALL @BroadStHockey,[],1
934183968139829253,2017-11-24 22:16:28,6,0,0,0.25,0.06338028169014084,0,"RT @avappleyard: Nolan Patrick has been immense tonight.

Got feeling @NHLFlyers fans will be seeing a lot of nights like this from him ove…",[],1
934183941338169344,2017-11-24 22:16:22,92,0,0,0.25,0.23809523809523808,1,RT @NHLFlyers: GOAL! Simmer gives us the 2-1 lead. #NYIvsPHI https://t.co/modmAXx6Vc,['https://t.co/modmAXx6Vc'],1
934170976346169344,2017-11-24 21:24:51,0,1,0,0.25,0.07446808510638298,0,"My word Nolan Patrick is such a good passer, and Martel is quite a feisty player #LetsGoFlyers",[],1
934089823857577985,2017-11-24 16:02:23,15,0,0,0.25,0.14084507042253522,0,RT @BleedingGreen: Eagles DE Vinny Curry named NFLPA Community MVP for providing Thanksgiving meals to 200 families in need https://t.co/7K…,['https://t.co/7K\xe2\x80\xa6'],1
933357028797501440,2017-11-22 15:30:31,19,0,0,0.25,0.08450704225352113,1,RT @BroadStHockey: They did a thing! Samuel Morin and Danick Martel are on the Flyers and will presumably play tonight in Brooklyn: https:/…,[],1
932652178191331328,2017-11-20 16:49:41,1,3,0,0.25,0.0963855421686747,0,D'Orazio making a difference...easily noticeable last night https://t.co/mRFINxqzTK,['https://t.co/mRFINxqzTK'],1
932651667794939910,2017-11-20 16:47:40,0,0,0,0.25,0.125,0,this is good...very good https://t.co/ddFvTHIgYZ,['https://t.co/ddFvTHIgYZ'],1
932392281214201856,2017-11-19 23:36:57,2,5,0,0.25,0.06097560975609756,1,The Capitals won tonight! Check out my article on the game https://t.co/3KfmoUwgw7,['https://t.co/3KfmoUwgw7'],1
932360159464128512,2017-11-19 21:29:19,1,3,0,0.25,0.1111111111111111,0,#official #pressbadge https://t.co/t4VdEAiHnU,['https://t.co/t4VdEAiHnU'],1
932339277064785920,2017-11-19 20:06:20,2,2,0,0.25,0.02,1,what a breakaway move from Banashkov! This game today has just been a statement from the @edcapitals,[],1
932334691713257474,2017-11-19 19:48:07,2,2,0,0.25,0.06338028169014084,0,"Despite losing the shot battle, Caps just look outright dominant. Most noticeable difference is defensive positioni… https://t.co/IIFb4OsS5V",['https://t.co/IIFb4OsS5V'],1
932328808342007812,2017-11-19 19:24:44,1,1,0,0.25,0.02608695652173913,0,I was wrong about putting Vorobyev on the second line. It's worked wonderfully for that line in terms of possession,[],1
932328598652030976,2017-11-19 19:23:54,1,0,0,0.25,0.16483516483516483,0,RT @TheStudentSport: Looking like a strong response (finally) #EIHL https://t.co/TicGZjzaMQ,['https://t.co/TicGZjzaMQ'],1
932320679126593537,2017-11-19 18:52:26,3,3,0,0.25,0.056338028169014086,0,"Edinburgh really playing like a team with purpose tonight, perhaps boosted by the return of captain D'Orazio. 1-0 u… https://t.co/O9PULxlxxT",['https://t.co/O9PULxlxxT'],1
932305516646330373,2017-11-19 17:52:11,1,2,0,0.25,0.12280701754385964,0,Almost game time against Coventry https://t.co/U4VvTX1rpV,['https://t.co/U4VvTX1rpV'],1
932248555695345666,2017-11-19 14:05:50,1,1,0,0.25,0.09090909090909091,0,This guy looked good when I saw him play in Edinburgh https://t.co/xvjhVK6yYA,['https://t.co/xvjhVK6yYA'],1
932001422723485697,2017-11-18 21:43:49,0,0,0,0.25,0.06451612903225806,0,@frank_seravalli @MapleLeafs Something about Tim Horton's but I'm too lazy to think of a joke,[],1
931997913257009152,2017-11-18 21:29:52,2,4,0,0.25,0.0759493670886076,0,Great article by @Matt_Journalist about Caps' struggles https://t.co/n3jacGM8r3,['https://t.co/n3jacGM8r3'],1
931969346242478083,2017-11-18 19:36:21,61,0,0,0.25,0.5688073394495413,1,RT @BroadStHockey: NOLAN PATRICK PUTS THE FLYERS ON TOP WITH HIS 2ND CAREER NHL GOAL! https://t.co/JN66V0XV2b,['https://t.co/JN66V0XV2b'],1
931969223521456130,2017-11-18 19:35:52,2,3,0,0.25,0.08421052631578947,0,That Nolan Patrick goal made me giggle with delight like a child @BroadStHockey @StephaliciousD,[],1
931967544361091072,2017-11-18 19:29:12,0,0,0,0.25,0.09401709401709402,0,"@CapsTillWeDie Laughing at seeing Jay Rosehill's name again, he played for my PHL Flyers around the early 2010's 😂",[],1
931962657665638401,2017-11-18 19:09:47,0,0,0,0.25,0.17647058823529413,1,"@NBCSPhilly streaming from Edinburgh, Scotland! #LetsGoFlyers https://t.co/Mh7rVpQUtO",['https://t.co/Mh7rVpQUtO'],1
931954535991529473,2017-11-18 18:37:30,0,1,0,0.25,0.07142857142857142,0,Interesting to see D'Orazio back in the lineup. But...give me one good reason why Shegalo is in net??? https://t.co/T0BoptWjUf,['https://t.co/T0BoptWjUf'],1
931891231679946752,2017-11-18 14:25:57,1,1,0,0.25,0.08823529411764706,1,Hoping they can finally get in the W column! https://t.co/QkHyAul9Ek,['https://t.co/QkHyAul9Ek'],1
931813144896434176,2017-11-18 09:15:40,10,0,0,0.25,0.13986013986013987,0,"RT @edcapitals: INJURY UPDATE: D’Orazio will be back alongside Banashkov, and Anderson this weekend. Boyd is out, game day decision on Jay…",[],1
931241553158434816,2017-11-16 19:24:22,2,0,0,0.25,0.22297297297297297,1,"RT @edcapitals: 🦁 NEXT HOME GAME THIS SUNDAY  🦁

Edinburgh Capitals welcome @covblazehockey into the Lions den!

Let's roar YOUR Capitals o…",[],1
931241149377011712,2017-11-16 19:22:46,1,0,0,0.25,0.07874015748031496,0,RT @edcapitals: 🎞 For all the latest updates from Caps TV subscribe to our official YouTube channel. https://t.co/ea1yaKoPvv,['https://t.co/ea1yaKoPvv'],1
930432163744505856,2017-11-14 13:48:09,0,0,0,0.25,0.08695652173913043,0,"@CapsTillWeDie Yes, this is an ideal scenario, in reality only the NHL does this effectively",[],1
930431288934354945,2017-11-14 13:44:40,0,3,0,0.25,0.07042253521126761,0,"+/- isn't a very good indicator of talent though...wish EIHL did advanced stats, would want to see Corsi results wi… https://t.co/DbIL7LcG8z",['https://t.co/DbIL7LcG8z'],1
930371535302471680,2017-11-14 09:47:14,0,1,0,0.25,0.1111111111111111,0,So wholesome https://t.co/oH8tpN7tiF,['https://t.co/oH8tpN7tiF'],1
930366219877867520,2017-11-14 09:26:06,1,1,0,0.25,0.04950495049504951,0,"Defenceman is really what the Caps need now, interested to see how he fits in https://t.co/Son1iWelXz",['https://t.co/Son1iWelXz'],1
930184740543528960,2017-11-13 21:24:58,0,1,0,0.25,0.35135135135135137,0,@EdCapsSC Andrew MacDonald @RMEYER122,[],1
929834068845453312,2017-11-12 22:11:32,1,1,0,0.25,0.07042253521126761,0,"If there is any message to take away after the weekend games, it's that the Caps really do need the home crowd. Str… https://t.co/i5QIWMKJ8T",['https://t.co/i5QIWMKJ8T'],1
929819742008954880,2017-11-12 21:14:36,0,0,0,0.25,0.03571428571428571,0,Caps can't seem to buy a win,[],1
929819522420412419,2017-11-12 21:13:44,2,5,0,0.25,0.25,1,"Oh boy an NHL article! 

https://t.co/P3XPuGFJML",['https://t.co/P3XPuGFJML'],1
929466197753638912,2017-11-11 21:49:44,1,1,0,0.25,0.022222222222222223,0,"It's unfortunate because in the last two games, the Capitals looked like they were at least in it. Tonight however they stood no chance",[],1
929465475989458945,2017-11-11 21:46:52,2,2,0,0.25,0.06451612903225806,0,Oh dear https://t.co/73gpyTwavo,['https://t.co/73gpyTwavo'],1
928969915092135937,2017-11-10 12:57:41,1,1,0,0.25,0.1015625,0,It's a shame...I liked Islamov on that line with @CallumBoyd93 and Valeev. Best of luck to you Alexander https://t.co/zbMaZDnWaC,['https://t.co/zbMaZDnWaC'],1
928952245160378370,2017-11-10 11:47:29,1,0,0,0.25,0.15862068965517243,0,"RT @edcapitals: COMPETITION on our FB Page
📲 https://t.co/nkEMhB2zua 

Get a chance to WIN tickets to the game v @covblazehockey on the 19t…",['https://t.co/nkEMhB2zua'],1
928402802069696513,2017-11-08 23:24:11,10,0,0,0.25,0.11724137931034483,3,"RT @edcapitals: @CallumBoyd93 practising some tricks earlier today 🏒
I DARE YOU Challenge #RockTheDen

Best video wins a prize!!! https://t…",['https://t\xe2\x80\xa6'],1
927953667264741376,2017-11-07 17:39:29,1,2,0,0.25,0.035211267605633804,1,"Twitter followers! I'll be doing a q/a video sometime in the next week, so please reply to this tweet with question… https://t.co/wnJEl9Lc3a",['https://t.co/wnJEl9Lc3a'],1
927843607364734977,2017-11-07 10:22:09,1,1,0,0.25,0.09278350515463918,0,"So basically they're going in line with the NHL, which means slower games https://t.co/VYLxQXr1x5",['https://t.co/VYLxQXr1x5'],1
927675886471663616,2017-11-06 23:15:41,805,0,0,0.25,0.13513513513513514,1,"RT @NHLJets: We want your help to name our new security puppy!
 
Will it be Benny, Ducky, Lenny/Kroppy or Scout?
 
VOTE NOW &gt;&gt; https://t.co…",['https://t.co\xe2\x80\xa6'],1
927608109589295114,2017-11-06 18:46:22,0,0,0,0.25,0.12857142857142856,0,@RMEYER122 interested to hear your thoughts... https://t.co/yttSrJox8X,['https://t.co/yttSrJox8X'],1
927607243444506624,2017-11-06 18:42:55,1,1,0,0.25,0.05555555555555555,0,Don't really understand why... https://t.co/opzHgjolLx,['https://t.co/opzHgjolLx'],1
927534687832207360,2017-11-06 13:54:36,1,1,0,0.25,0.08450704225352113,0,"It's not as if the powerplay has LOOKED bad, good ideas there just not the best execution on some of the passes the… https://t.co/kCafcCmDSL",['https://t.co/kCafcCmDSL'],1
927289721587404801,2017-11-05 21:41:12,1,2,0,0.25,0.08823529411764706,1,@amarieb1965 Thank you Anne Marie!,[],1
927200756876406787,2017-11-05 15:47:41,1,0,0,0.25,0.08163265306122448,1,"RT @edcapitals: Happy Birthday to our Caps TV commentator and interviewer Daniel Ferguson (@FergusonDan) 🎂🍻
We hope you’ve had a great day!",[],1
927143533093576704,2017-11-05 12:00:18,1,5,0,0.25,0.1095890410958904,0,"My observations of last night's loss to Braehead

https://t.co/DNF2siBlWV",['https://t.co/DNF2siBlWV'],1
927143214850760705,2017-11-05 11:59:02,3,0,0,0.25,0.10743801652892562,0,RT @TheStudentSport: .@DrewMeyerHockey caught the @edcapitals game last night here is his report: https://t.co/bvvuVAKLLl,['https://t.co/bvvuVAKLLl'],1
926938381606584320,2017-11-04 22:25:06,0,1,0,0.25,0.06896551724137931,0,@CapsTillWeDie To be fair Vorobyev's presence on LW has looked like it's helping the line drive play into the o-zone,[],1
926925565671759872,2017-11-04 21:34:10,2,2,0,0.25,0.06338028169014084,0,"When asked about where to go from here, Mike Cazzola told me the Caps need to start ""playing together""...makes me t… https://t.co/iGZ20JxzRS",['https://t.co/iGZ20JxzRS'],1
926925344111824896,2017-11-04 21:33:18,2,0,0,0.25,0.2054794520547945,0,"RT @officialEIHL: RESULT: CAPITALS 2 CLAN 5

Braehead end four-game losing streak with win at Edinburgh

➡️ https://t.co/YLDBctg3oq https:/…",['https://t.co/YLDBctg3oq'],1
926892280790822914,2017-11-04 19:21:55,0,1,0,0.25,0.022988505747126436,0,"Very poor defensive awareness by the Caps on the goal just now, been a theme all period",[],1
926890718752313345,2017-11-04 19:15:42,0,1,0,0.25,0.08108108108108109,0,"*above ppg player, in the OHL as well",[],1
926889981355937792,2017-11-04 19:12:46,1,1,0,0.25,0.05511811023622047,0,"Cazzola's cross ice pass to Vorobyev shows you why he was a point per game player in the ECHL, real good vision by the Canadian",[],1
926889797003763713,2017-11-04 19:12:03,2,0,0,0.25,0.08823529411764706,0,RT @edcapitals: Gooooaaaalllll 2-2,[],1
926882099822460928,2017-11-04 18:41:27,1,1,0,0.25,0.034482758620689655,0,"Fiesty end to the period there, pen called on Braehead at 20:00 so Caps start with a pp",[],1
926875569869991937,2017-11-04 18:15:31,1,1,0,0.25,0.0,0,"19 - 14 - 42 been strong early, very good shift to generate zone entry",[],1
926864702453448704,2017-11-04 17:32:20,1,1,0,0.25,0.1111111111111111,0,Braehead v Capitals warming up https://t.co/jkBYDrq30T,['https://t.co/jkBYDrq30T'],1
926853772294459392,2017-11-04 16:48:54,2,0,0,0.25,0.20168067226890757,1,"RT @edcapitals: Its GAME DAY!
🏆EIHL
🏒EC vs Braehead Clan
🕠Face off 6.00PM

#monthecaps https://t.co/bxAHoN9w05",['https://t.co/bxAHoN9w05'],1
926794993221615616,2017-11-04 12:55:20,7,0,0,0.25,0.1935483870967742,3,"RT @edcapitals: 🔥 GAME DAY! ARE YOU READY? 🔥

We face @BraeheadClan this evening!

Make noise for YOUR Edinburgh Capitals!

⏱️ 6pm
🎟 https:…",[],1
925834180885442560,2017-11-01 21:17:24,3,0,0,0.25,0.19480519480519481,2,"RT @edcapitals: 🏒 NEXT HOME GAME SATURDAY 🏒

We face Scottish rivals @BraeheadClan !

See you there Caps Fans!
📅 4th November 6pm
🎟 https:/…",[],1
925620348552404992,2017-11-01 07:07:42,73,0,0,0.25,0.19863013698630136,2,"RT @edcapitals: When you’re challenged NEVER lie down, work harder play harder! We are!
#THIS #is #a #PROMOVIDEO
🎟 https://t.co/NAylMplWYG…",['https://t.co/NAylMplWYG\xe2\x80\xa6'],1
925443647268642816,2017-10-31 19:25:34,5,0,0,0.25,0.18831168831168832,1,"RT @edcapitals: 🥅 NEXT HOME GAME SATURDAY 🥅

We welcome @BraeheadClan to @MurrayfieldRink this Saturday!

 📅 4th November 6pm
 🎟 https://t.…",['https://t.\xe2\x80\xa6'],1
925052659354259456,2017-10-30 17:31:55,17,0,0,0.25,0.034722222222222224,0,RT @edcapitals: Did you know last night was @harryferguson4 ‘s first pro goal and @calyrobo20 is our youngest point scorer in the Elite Lea…,[],1
925025755423264770,2017-10-30 15:45:00,4,0,0,0.25,0.12790697674418605,0,RT @edcapitals: Recap of last night's game by @DrewMeyerHockey https://t.co/TLKOSc5uc6,['https://t.co/TLKOSc5uc6'],1
924941181842284545,2017-10-30 10:08:56,1,1,0,0.25,0.08602150537634409,0,Here is my recap of last night's game between the Giants and Capitals https://t.co/L8vC7TavPE,['https://t.co/L8vC7TavPE'],1
924932987472445440,2017-10-30 09:36:23,1,1,0,0.25,0.11538461538461539,1,"https://t.co/hwPsdVNfCY

I also write about the NHL, please do give it a read!",['https://t.co/hwPsdVNfCY'],1
924781074709991424,2017-10-29 23:32:44,1,1,0,0.25,0.11627906976744186,0,Thank you very much https://t.co/qbaIJWUpx0,['https://t.co/qbaIJWUpx0'],1
924742021016903680,2017-10-29 20:57:33,7,0,0,0.25,0.06382978723404255,0,RT @Eastyboy13: Unreal effort tonight @edcapitals deserved more out that game...every player gave 110%...@JordanM_31 outstanding buddy MOM…,[],1
924741990054596608,2017-10-29 20:57:25,5,0,0,0.25,0.14084507042253522,0,"RT @EIHLMagazine: Results
Blaze 2 Panthers 3
Lightning 3 Storm 2
Steelers 6 Clan 0
Capitals 3 Giants 4
Flames v Stars abandoned
Flyers 3 De…",[],1
924741943246163969,2017-10-29 20:57:14,18,0,0,0.25,0.02112676056338028,0,RT @m_dorazio51: @edcapitals fans unbelievable support. Through thick and thin yous are with us all the way 1 of the most loyal fan bases a…,[],1
924730791015469056,2017-10-29 20:12:55,0,1,0,0.25,0.08450704225352113,0,Capitals have made a habit of scoring just AFTER the power play expires,[],1
924730699889995776,2017-10-29 20:12:34,2,0,0,0.25,0.08108108108108109,0,RT @edcapitals: Gooooooaaaaalllll 3-3,[],1
924729703054835712,2017-10-29 20:08:36,0,0,0,0.25,0.05405405405405406,0,This is a key powerplay for Edinburgh,[],1
924724697778085889,2017-10-29 19:48:43,1,1,0,0.25,0.03007518796992481,0,imo Cazzola (#13) has been the Capitals best player. Drives play and creates a lot of zone entries. Cycle seems to operate around him,[],1
924719435797139459,2017-10-29 19:27:48,0,0,0,0.25,0.024691358024691357,0,"Interesting to see this next powerplay, looked dangerous all night Edinburgh have",[],1
924714233144766464,2017-10-29 19:07:08,1,0,0,0.25,0.04938271604938271,0,"Both PKs have looked strong tonight, though Capitals pp has looked more dangerous",[],1
924705883266969605,2017-10-29 18:33:57,1,0,0,0.25,0.034782608695652174,0,"Tvrdon with possibly the chance of the game on the pp, shot whistles just over the net and out of play 
#MonTheCaps",[],1
924705051972718593,2017-10-29 18:30:39,1,1,0,0.25,0.030303030303030304,0,71-13-81 look like a very dangerous line for the Caps. Kept consistent pressure in the Belfast zone,[],1
924704863631572992,2017-10-29 18:29:54,3,0,0,0.25,0.04918032786885246,4,RT @edcapitals: Gooooooaaaaalllll caps pull it back level!!!!,[],1
924699402756816898,2017-10-29 18:08:12,0,0,0,0.25,0.03125,0,Two goals early from Belfast have them up 2-0 with 3 mins played,[],1
924690113191448576,2017-10-29 17:31:17,1,0,0,0.25,0.07246376811594203,0,RT @edcapitals: Teams are out on the ice for warmups @MurrayfieldRink,[],1
924688397964382213,2017-10-29 17:24:28,0,2,0,0.25,0.2,0,Teams warming up https://t.co/TMuFmNXHG0,['https://t.co/TMuFmNXHG0'],1
924678433543741441,2017-10-29 16:44:52,1,1,0,0.25,0.140625,0,Ice looking good at Murrayfield Ice Rink https://t.co/VER1FSq884,['https://t.co/VER1FSq884'],1
924669037430362115,2017-10-29 16:07:32,0,0,0,0.25,0.060240963855421686,0,"@charlieo_conn Imo Shipachyov belongs in the NHL somewhere, hoping he gets a chance",[],1
924638681763385344,2017-10-29 14:06:55,8,0,0,0.25,0.09523809523809523,1,"RT @edcapitals: 🎥 CAPS TV: Webcast vs @BelfastGiants

Can't make tonight’s game? You can watch online!

Book your webcast here:
https://t.c…",['https://t.c\xe2\x80\xa6'],1
924626534765342720,2017-10-29 13:18:39,2,0,0,0.25,0.18548387096774194,0,"RT @officialEIHL: PREVIEW: Edinburgh Capitals vs Belfast Giants (6pm)
➡️ https://t.co/FwA7uyaMSE https://t.co/0va9ss8jyR","['https://t.co/FwA7uyaMSE', 'https://t.co/0va9ss8jyR']",1
924605751095644160,2017-10-29 11:56:04,3,0,0,0.25,0.08441558441558442,1,"RT @edcapitals: 💀 GAME DAY 💀

Its been a long week, so costumes on, and lets enjoy a fun Halloween game vs @BelfastGiants !

 🕕6pm
🎟 https:…",[],1
924602412098310144,2017-10-29 11:42:47,0,0,0,0.25,0.04225352112676056,0,"Capitals go into tonights game after taking a heavy 9-0 loss against Manchester, look to rebound against Belfast, w… https://t.co/naRrHwaviQ",['https://t.co/naRrHwaviQ'],1
