id,created_at,retweet_count,favorite_count,verified,botScore,Number of caps ratio,Number of Exclamations,Tweet,URLs,Fake or Not
657554602502594560,2015-10-23 13:50:08,19,10,0,0.43,0.029850746268656716,0,Hurricane Patricia threatens to bring tuna casserole and fruitcake.,[],0
657188529726967808,2015-10-22 13:35:30,26,19,0,0.43,0.10256410256410256,0,"Back to the Future Day ends, Back to Being Perpetually Miserable Life resumes.",[],0
656849292381036544,2015-10-21 15:07:29,31,26,0,0.43,0.047619047619047616,0,"'Back to the Future' just a movie, Cubs going to lose... again.",[],0
656821910148395008,2015-10-21 13:18:41,11,16,0,0.43,0.039473684210526314,0,Jim Webb drops out of Democratic race to spend more time searching for neck.,[],0
656479367896432640,2015-10-20 14:37:32,7,6,0,0.43,0.07142857142857142,0,Joe Biden massive cocktease.,[],0
656313491410800640,2015-10-20 03:38:24,12,17,0,0.43,0.05,0,Old virgins use new Star Wars trailer as substitute for sex.,[],0
656205568064012288,2015-10-19 20:29:33,5,2,0,0.43,0.11764705882352941,0,Anthony Mackie endorses Uncle Tom.,[],0
656100621523800064,2015-10-19 13:32:32,17,17,0,0.43,0.08955223880597014,0,Chris Christie to play Jabba the Hutt's son in new Star Wars movie.,[],0
656094926179053568,2015-10-19 13:09:54,14,21,0,0.43,0.06896551724137931,0,Bernie Sanders and Larry David revealed to be same person.,[],0
654675538129215488,2015-10-15 15:09:46,10,14,0,0.43,0.057971014492753624,0,Die Hard prequel to take place before Bruce Willis' hairline receded.,[],0
653932660805513217,2015-10-13 13:57:50,17,16,0,0.43,0.09375,0,Breaking: Playboy becomes Maxim.,[],0
653911079693746176,2015-10-13 12:32:05,10,16,0,0.43,0.25,0,#NoBraDay http://t.co/BCh9MkzcEC,['http://t.co/BCh9MkzcEC'],0
653568455988396032,2015-10-12 13:50:37,18,12,0,0.43,0.1111111111111111,0,Native Americans mourn Columbus Day.,[],0
652113327334817793,2015-10-08 13:28:27,19,13,0,0.43,0.10126582278481013,0,Millions celebrate National Poverty Day by getting a Venti Pumpkin Spice Latte.,[],0
651753811028144130,2015-10-07 13:39:52,15,13,0,0.43,0.11428571428571428,0,Ben Carson outstupids Donald Trump.,[],0
651434567371476992,2015-10-06 16:31:18,18,17,0,0.43,0.05714285714285714,0,McDonald's starts diarrhea all day.,[],0
650754679475970048,2015-10-04 19:29:40,16,15,0,0.43,0.03409090909090909,0,NRA suggests arming mentally ill people to hunt down and kill mentally ill armed people.,[],0
650096504821161984,2015-10-02 23:54:19,9,10,0,0.43,0.04878048780487805,0,Jeb Bush says 'all moms are kinda cunts.',[],0
649964823791431680,2015-10-02 15:11:04,85,60,0,0.43,0.0125,0,"New study says guns do kill people, what's wrong with all of you fucking idiots?",[],0
649611123348643840,2015-10-01 15:45:35,7,8,0,0.43,0.09836065573770492,0,"Pope secretly requests ""Y.M.C.A."" never be played in Vatican.",[],0
649219929439399936,2015-09-30 13:51:07,15,8,0,0.43,0.08571428571428572,0,Pope to meet with George Zimmerman.,[],0
648867074517897216,2015-09-29 14:29:00,37,22,0,0.43,0.02631578947368421,0,New study says you are coffee's bitch.,[],0
648699289821159424,2015-09-29 03:22:17,7,12,0,0.43,0.0784313725490196,0,Mel Gibson says he's 'a tremendous Matt Damon fan.',[],0
648511499019939840,2015-09-28 14:56:04,15,8,0,0.43,0.047619047619047616,0,"Super Blood Moon heralds rapture, fire and brimstone to follow.",[],0
648328464521658368,2015-09-28 02:48:45,22,19,0,0.43,0.05555555555555555,0,Millions relieved to find out Super Moon not pregnant.,[],0
647770591462850560,2015-09-26 13:51:58,9,3,0,0.43,0.015625,0,Batman fights critics claiming he's just another part of the 1%.,[],0
647419129058738176,2015-09-25 14:35:23,11,8,0,0.43,0.046511627906976744,0,John Boehner to take permanent smoke break.,[],0
647418620675493888,2015-09-25 14:33:22,11,18,0,0.43,0.03333333333333333,0,"John Boehner retiring, plans to fully transition to leather.",[],0
647046204933713920,2015-09-24 13:53:31,15,7,0,0.43,0.06382978723404255,0,"Pope raves about Empire, declares Cookie saint.",[],0
646687062436003840,2015-09-23 14:06:25,20,15,0,0.43,0.05,0,Pope shits in woods.,[],0
645960928668852224,2015-09-21 14:01:01,17,9,0,0.43,0.02702702702702703,0,David Cameron's wife files for divorce after smelling bacon on his boxers.,[],0
644521318386413568,2015-09-17 14:40:31,7,3,0,0.43,0.08888888888888889,0,Ann Coulter insults Jews through 'Jew media.',[],0
644153068561543168,2015-09-16 14:17:13,54,50,0,0.43,0.018518518518518517,0,Texas forbids brown kids to learn the secrets of time.,[],0
643796987456946176,2015-09-15 14:42:17,23,11,0,0.43,0.037037037037037035,0,"Donald Trump takes massive dump, goes up 10% in polls.",[],0
643442906305593345,2015-09-14 15:15:18,15,8,0,0.43,0.029850746268656716,0,Kim Davis declares ban on body glitter and haute couture in office.,[],0
641972983184125952,2015-09-10 13:54:21,65,51,0,0.43,0.21739130434782608,0,BREAKING: New iPhone will not fix broken life.,[],0
641368858478178305,2015-09-08 21:53:46,17,9,0,0.43,0.13636363636363635,0,Kim Davis ruins Rocky.,[],0
641045378704539648,2015-09-08 00:28:22,1,16,0,0.43,0.06666666666666667,0,Jon Hamm's penis free at last.,[],0
640679944343945216,2015-09-07 00:16:16,9,13,0,0.43,0.037383177570093455,0,"Obama mutters 'I'll show you a big stick, bitch' under breath after watching recent footage of Sarah Palin.",[],0
639786848194293760,2015-09-04 13:07:25,6,8,0,0.43,0.09090909090909091,0,County Clerk Kim Davis mistaken for Q*Bert in new orange jumpsuit.,[],0
639494642808029184,2015-09-03 17:46:18,17,27,0,0.43,0.05128205128205128,0,Kim Davis to get gay married in prison.,[],0
639448602574721024,2015-09-03 14:43:21,47,33,0,0.43,0.06896551724137931,0,Tom Brady's balls reinflated.,[],0
639443573977518080,2015-09-03 14:23:22,24,17,0,0.43,0.05263157894736842,0,Donald Trump punches jalapeño pepper.,[],0
638842107290120193,2015-09-01 22:33:22,11,6,0,0.43,0.018518518518518517,0,Kermit caught taking buttermilk bath with another pig.,[],0
638713556872134656,2015-09-01 14:02:33,6,7,0,0.43,0.0425531914893617,0,Miley Cyrus' nipple files for trial separation.,[],0
637386941609152512,2015-08-28 22:11:03,60,66,0,0.43,0.06818181818181818,0,Breaking: Sarah Palin says something stupid.,[],0
635815071646679040,2015-08-24 14:05:00,14,9,0,0.43,0.09090909090909091,0,Dow Jones begins taking Cymbalta.,[],0
634721135305826304,2015-08-21 13:38:05,45,37,0,0.43,0.052083333333333336,0,"Ashley Madison leak reveals Kermit the Frog had registered profile online, username Pigf*cker42.",[],0
634419042657431552,2015-08-20 17:37:41,10,8,0,0.43,0.125,0,Jared Fogel's ban from Wendy's finally explained. http://t.co/RPPgvwAByS,['http://t.co/RPPgvwAByS'],0
634370407743795201,2015-08-20 14:24:25,22,34,0,0.43,0.049019607843137254,0,"Deez Nuts revealed to be 15-year-old boy from Iowa, Jared Fogle offers to become his campaign manager.",[],0
634123059406970880,2015-08-19 22:01:33,3,12,0,0.43,0.05714285714285714,0,Deez Nuts supports vaginal probing.,[],0
634052524438343680,2015-08-19 17:21:16,8,12,0,0.43,0.03508771929824561,0,Jared Fogle hopes to get sentenced to death by chocolate.,[],0
634032460859351041,2015-08-19 16:01:33,15,18,0,0.43,0.03488372093023256,0,Avocados issue statement saying they 'no longer have a relationship with Jared Fogle.',[],0
634006458229747712,2015-08-19 14:18:13,77,0,0,0.43,0.07746478873239436,0,"RT @WarrenHolstein: Jared Fogle walks into a bar, no, wait, it's a Chuck E. Cheese's. This is no longer a joke. Please contact the authorit…",[],0
633998138676785152,2015-08-19 13:45:10,10,5,0,0.43,0.06451612903225806,0,Ashley Madison ruins breakfast.,[],0
633824244917489664,2015-08-19 02:14:10,28,16,0,0.43,0.020618556701030927,0,Jared Fogel's plea bargain allegedly allows him to still choose type of bread he wants in prison.,[],0
633696204006760452,2015-08-18 17:45:23,6,4,0,0.43,0.02531645569620253,0,Rick Perry objects to being called 'the retarded dude with the snazzy glasses.',[],0
633439415721984000,2015-08-18 00:45:00,8,13,0,0.43,0.14893617021276595,0,McDonald's names Seth Rogen new Ronald McDonald,[],0
633320777820033024,2015-08-17 16:53:34,3,0,0,0.43,0.06896551724137931,1,Jeff Bezos says 'bah humbug!',[],0
631830049155600385,2015-08-13 14:09:57,22,29,0,0.43,0.01639344262295082,0,Kylie Jenner's desperate need for attention forces her to put hair in cornrows again to try to fill infinite void at core.,[],0
631464190037893120,2015-08-12 13:56:09,11,11,0,0.43,0.03076923076923077,0,Rick Perry's glasses retire from campaign to form own indie band.,[],0
631458262664278016,2015-08-12 13:32:36,29,28,0,0.43,0.20833333333333334,1,Happy World Elephant Day! http://t.co/aHdDR3WhDO,['http://t.co/aHdDR3WhDO'],0
631134656939839489,2015-08-11 16:06:42,10,10,0,0.43,0.125,0,Ass regrets Fiery Chicken Fries.,[],0
630744635552481280,2015-08-10 14:16:54,21,33,0,0.43,0.028985507246376812,0,Donald Trump's head explodes after seeing woman breastfeed in public.,[],0
630384532626219008,2015-08-09 14:25:59,24,33,0,0.43,0.0375,0,Donald Trump promises free Midol to 'all women on the rag' if elected president.,[],0
630147136659791872,2015-08-08 22:42:39,20,13,0,0.43,0.08196721311475409,0,New Fantastic Four film now polling better than Donald Trump.,[],0
630074932706328577,2015-08-08 17:55:44,24,32,0,0.43,0.06944444444444445,0,New poll says Donald Trump now less popular among women than Bill Cosby.,[],0
630040548406087680,2015-08-08 15:39:06,5,12,0,0.43,0.05555555555555555,0,Miss Piggy accuses Kermit of sleeping with nanny goat.,[],0
630020876122091520,2015-08-08 14:20:56,14,21,0,0.43,0.12121212121212122,0,Donald Trump hates your Aunt Flo.,[],0
629661239208222720,2015-08-07 14:31:52,21,14,0,0.43,0.1,0,Donald Trump calls Miss Piggy a fat pig.,[],0
629427230712700928,2015-08-06 23:02:00,18,24,0,0.43,0.06153846153846154,0,More people participate in early GOP debate than are in audience.,[],0
629385315451428864,2015-08-06 20:15:27,29,25,0,0.43,0.0851063829787234,0,Your racist uncle qualifies for 5pm GOP debate.,[],0
629348017552891904,2015-08-06 17:47:14,24,21,0,0.43,0.12903225806451613,0,Vaginas banned from GOP debate.,[],0
629341613450526720,2015-08-06 17:21:47,6,6,0,0.43,0.034482758620689655,0,Rick Perry's new glasses can't get him admitted to debate.,[],0
629294481595088897,2015-08-06 14:14:30,38,28,0,0.43,0.08196721311475409,0,Donald Trump gets hair back from dry cleaners for GOP debate.,[],0
629006157982662656,2015-08-05 19:08:49,2,8,0,0.43,0.06349206349206349,0,Millions celebrate National Underwear Day scrubbing skid marks.,[],0
628572118339440640,2015-08-04 14:24:05,7,9,0,0.43,0.08695652173913043,0,HitchBOT killed illegally soliciting lube job.,[],0
628247059238375424,2015-08-03 16:52:25,10,10,0,0.43,0.06060606060606061,0,Rednecks celebrate National Watermelon Day by making racist jokes.,[],0
628201459000193024,2015-08-03 13:51:13,10,11,0,0.43,0.05263157894736842,0,Donald Trump surges ahead with trolls.,[],0
627115766291255296,2015-07-31 13:57:04,16,17,0,0.43,0.01904761904761905,0,One Direction releases new single your daughter will keep singing until you wish you'd has a boy instead.,[],0
626757229497200641,2015-07-30 14:12:22,16,20,0,0.43,0.02702702702702703,0,Tom Cruise continues to release action movies to prove that he's straight.,[],0
626384510016487424,2015-07-29 13:31:19,16,11,0,0.43,0.07894736842105263,0,Tom Brady's new iPhone pleads the 5th.,[],0
626157494579150848,2015-07-28 22:29:14,17,17,0,0.43,0.018867924528301886,0,Millions use lion as excuse not to go to the dentist.,[],0
625311258422714368,2015-07-26 14:26:36,11,2,0,0.43,0.0625,0,Brooke Hogan even shittier at poetry than Jewel.,[],0
624953040504815616,2015-07-25 14:43:10,15,11,0,0.43,0.031746031746031744,0,Dennis Rodman endorses steaming pile of shit with awful toupee.,[],0
624607892864307201,2015-07-24 15:51:40,20,14,0,0.43,0.06666666666666667,0,Hulk Hogan to sell Confederate flag bandanas.,[],0
624580373993889792,2015-07-24 14:02:19,15,14,0,0.43,0.07547169811320754,0,Hulk Hogan signs on to become Paula Deen's sous chef.,[],0
623924212688941056,2015-07-22 18:34:58,7,4,0,0.43,0.030303030303030304,0,Drake steals name of tasty cakes.,[],0
623851852778635264,2015-07-22 13:47:26,26,28,0,0.43,0.046875,0,Taylor Swift turns out to be bigger egomaniacal twat than Kanye.,[],0
623520805213863936,2015-07-21 15:51:59,20,10,0,0.43,0.14035087719298245,1,Happy National Junk Food Day or Chris Christie Christmas!,[],0
623510767506190336,2015-07-21 15:12:05,12,17,0,0.43,0.019230769230769232,0,Pluto more boring than scientists initially thought.,[],0
623232563675537408,2015-07-20 20:46:36,23,33,0,0.43,0.07142857142857142,0,Ashley Madison hack reveals Bill Cosby has 242 accounts.,[],0
623155873872015361,2015-07-20 15:41:52,8,8,0,0.43,0.06666666666666667,0,Cheaters finding Ashley Madison hack harder to explain than True Detective.,[],0
622846030288166912,2015-07-19 19:10:40,47,43,0,0.43,0.04081632653061224,0,Donald Trump refuses to apologize for being born.,[],0
622532538364506112,2015-07-18 22:24:57,35,35,0,0.43,0.06329113924050633,0,New poll says majority of Americans would vote for Donald Trump to go to Pluto.,[],0
622490938745688064,2015-07-18 19:39:39,49,27,0,0.43,0.045454545454545456,0,Donald Trump says something stupid... again.,[],0
621732210350116865,2015-07-16 17:24:44,7,4,0,0.43,0.07142857142857142,0,Young Thug lives up to name.,[],0
621340984648040448,2015-07-15 15:30:09,27,23,0,0.43,0.028985507246376812,0,Amazon creates new day to trick Americans into buying worthless shit.,[],0
620978568663859201,2015-07-14 15:30:02,25,31,0,0.43,0.037037037037037035,0,Millions pretend picture of Pluto doesn't just look like one of the fucking Moon.,[],0
620954427487334400,2015-07-14 13:54:06,15,13,0,0.43,0.06666666666666667,0,El Chapo threatens to 'fire' Donald Trump with flamethrower.,[],0
620607881885450240,2015-07-13 14:57:04,10,6,0,0.43,0.09523809523809523,0,El Chapo massacres cast of True Detective.,[],0
619562508878266368,2015-07-10 17:43:07,12,16,0,0.43,0.06666666666666667,0,Movie theater vacated after Jared buys ticket to Inside Out.,[],0
619506526009561088,2015-07-10 14:00:40,6,6,0,0.43,0.024390243902439025,0,"Greece desperate for money, sells diners.",[],0
619217051043950592,2015-07-09 18:50:24,24,30,0,0.43,0.047619047619047616,0,"Ariana Grande strikes again, deep throats breadstick at Panera.",[],0
619147165345128448,2015-07-09 14:12:42,36,26,0,0.43,0.04,0,"South Carolina removes Confederate flag, vows to still be racist in hearts.",[],0
618777477381554176,2015-07-08 13:43:41,24,19,0,0.43,0.024390243902439025,0,Subway scraps plans to offer kids' meals.,[],0
618615451636113409,2015-07-08 02:59:51,18,22,0,0.43,0.06818181818181818,0,Chewbacca accuses Han Solo of heavy petting.,[],0
618555239457755136,2015-07-07 23:00:35,33,39,0,0.43,0.025,0,Jared stress eating like a motherfucker.,[],0
618531575437897728,2015-07-07 21:26:34,3,15,0,0.43,0.03333333333333333,0,South Carolinians nervously hoping nation doesn’t notice multiple N-words in state motto,[],0
618503519662944256,2015-07-07 19:35:04,27,26,0,0.43,0.11428571428571428,0,Rachel Dolezal actually Paula Deen.,[],0
618491053000290304,2015-07-07 18:45:32,2,3,0,0.43,0.0410958904109589,0,Report: Caitlyn Jenner finally interesting enough to deserve reality show,[],0
618483057427922944,2015-07-07 18:13:46,10,10,0,0.43,0.06896551724137931,0,Authorities reveal Jared 'tremendous Michael Jackson fan.',[],0
618477014970806272,2015-07-07 17:49:45,21,23,0,0.43,0.02702702702702703,0,Subway's Jared realizes weight loss not necessary to get into little pants,[],0
618423693795045376,2015-07-07 14:17:53,13,7,0,0.43,0.03389830508474576,0,Jared from Subway about to get plenty of meat in his bread.,[],0
617746681795346432,2015-07-05 17:27:40,14,9,0,0.43,0.047619047619047616,0,Jeb Bush boldly comes out against Donald Trump one week after reading opinion polls.,[],0
617380829359161344,2015-07-04 17:13:54,28,33,0,0.43,0.125,0,Vegan brings shitty food to BBQ.,[],0
616685869316050945,2015-07-02 19:12:23,9,5,0,0.43,0.034482758620689655,0,Supreme Court grants sparklers the right to legally marry.,[],0
616652565632163840,2015-07-02 17:00:03,37,32,0,0.43,0.058823529411764705,0,Donald Trump accuses Mexicans of stealing his hair.,[],0
616329421901983745,2015-07-01 19:35:59,27,23,0,0.43,0.06329113924050633,0,Taco Bell refuses to serve Donald Trump because of his comments about Mexicans.,[],0
616244071422685184,2015-07-01 13:56:50,12,16,0,0.43,0.05084745762711865,0,No one gives a shit about what Jim Carrey seriously thinks.,[],0
615987847137488896,2015-06-30 20:58:41,73,72,0,0.43,0.07792207792207792,0,"Ben Affleck announces he's divorcing Jennifer Garner, proposes to Matt Damon.",[],0
615925686780456961,2015-06-30 16:51:41,41,26,0,0.43,0.03278688524590164,0,Republican presidential candidate outbreak worst since Ebola.,[],0
615904565142138880,2015-06-30 15:27:45,25,40,0,0.43,0.030303030303030304,0,Chris Christie announces pepperoni pizza will be his running mate.,[],0
615881504288309248,2015-06-30 13:56:07,14,11,0,0.43,0.0625,0,Donald Trump and hair part ways.,[],0
615538765545754624,2015-06-29 15:14:12,27,39,0,0.43,0.012195121951219513,0,Nation faces gay wedding planner shortage due to them planning their own weddings.,[],0
614893663483785217,2015-06-27 20:30:48,19,12,0,0.43,0.01834862385321101,0,"Closeted Republicans double down on repressing homosexual tendencies, propose bill to terminate all rainbows.",[],0
614877756204187648,2015-06-27 19:27:35,24,16,0,0.43,0.0425531914893617,0,Bristol Palin's fetus reportedly also pregnant.,[],0
614807427775660032,2015-06-27 14:48:08,19,25,0,0.43,0.025974025974025976,0,"Gays still celebrating, America hit with body glitter and streamer shortages.",[],0
614441164574429184,2015-06-26 14:32:44,88,111,0,0.43,0.0379746835443038,0,"Supreme Court legalizes gay marriage, Confederate flags replaced with rainbows.",[],0
613435167550607360,2015-06-23 19:55:15,56,72,0,0.43,0.05555555555555555,0,"Nickelback cancels tour, God exists.",[],0
613353829921357824,2015-06-23 14:32:03,5,10,0,0.43,0.06666666666666667,0,Don Lemon identifies as white.,[],0
612698158729166848,2015-06-21 19:06:39,25,22,0,0.43,0.02564102564102564,0,Fathers celebrated for not pulling out.,[],0
612683745519386624,2015-06-21 18:09:22,11,19,0,0.43,0.014705882352941176,0,Dads pretend to tolerate cheap cologne and crappy choice for brunch.,[],0
612678941288067072,2015-06-21 17:50:17,20,19,0,0.43,0.01694915254237288,0,Millions pretend to ignore father's disappointment in them.,[],0
611590387233374208,2015-06-18 17:44:45,16,11,0,0.43,0.08333333333333333,0,Fox News nominates Dylann Storm Roof for humanitarian award.,[],0
611544278033125377,2015-06-18 14:41:32,22,28,0,0.43,0.06060606060606061,0,Assholes defend Confederate flag.,[],0
611528280332746752,2015-06-18 13:37:58,9,5,0,0.43,0.12903225806451613,0,Pope Francis joins Green Peace.,[],0
611179945398808576,2015-06-17 14:33:48,24,28,0,0.43,0.058823529411764705,0,Rachel Dolezal identifies as nuts.,[],0
610834492153008129,2015-06-16 15:41:06,26,22,0,0.43,0.19230769230769232,0,KKK endorses Donald Trump.,[],0
610543126319656960,2015-06-15 20:23:19,21,32,0,0.43,0.09090909090909091,0,Jen Bush picks Comic Sans for campaign font.,[],0
610529269106798592,2015-06-15 19:28:15,17,14,0,0.43,0.021739130434782608,0,Oprah accused of pretending to be white woman.,[],0
610097634498465792,2015-06-14 14:53:05,10,13,0,0.43,0.06521739130434782,0,Wiggers come out in support of Rachel Dolezal.,[],0
609393523645935618,2015-06-12 16:15:12,8,5,0,0.43,0.08571428571428572,0,LeBron James' penis actually white.,[],0
609357089643868161,2015-06-12 13:50:26,12,10,0,0.43,0.03125,0,Small-wienered white men offended by Lebron's large black penis.,[],0
609352456628248577,2015-06-12 13:32:01,13,14,0,0.43,0.1935483870967742,0,Rachel Dolezal wins ESPY award.,[],0
608627282694017024,2015-06-10 13:30:26,14,15,0,0.43,0.02127659574468085,0,"House slashes $242 million from Amtrak's budget, tells victims of crash to go fuck themselves.",[],0
607908081654210560,2015-06-08 13:52:35,23,40,0,0.43,0.02857142857142857,0,Mothers who named their sons Stannis full of regret and self-loathing.,[],0
606829301833596928,2015-06-05 14:25:54,21,25,0,0.43,0.06557377049180328,1,"Happy National Doughnut Day, you fat, pathetic piece of shit!",[],0
606825419661279232,2015-06-05 14:10:28,2,3,0,0.43,0.11538461538461539,0,China hacks Carlos Mencia.,[],0
606496819628134400,2015-06-04 16:24:44,12,18,0,0.43,0.045454545454545456,0,Duggars encourage daughters to let Fox News molest them some more.,[],0
606450534678163456,2015-06-04 13:20:49,6,8,0,0.43,0.02564102564102564,0,"Rick Perry concedes defeat, says 'oops' and then announces bid for presidency.",[],0
606196559286542336,2015-06-03 20:31:36,4,5,0,0.43,0.09876543209876543,0,"Cheer up, President Obama. Kaitlyn Jenner still polls higher than George W. Bush.",[],0
605515095624564736,2015-06-01 23:23:43,23,29,0,0.43,0.058823529411764705,0,Caitlyn Jenner and Uncle Bruce never seen in same room at same time.,[],0
605370086434709505,2015-06-01 13:47:30,23,30,0,0.43,0.05454545454545454,0,"Kim Kardashian pregnant again, America's future doomed.",[],0
603928804332023809,2015-05-28 14:20:22,19,19,0,0.43,0.05263157894736842,0,Michael Vick offers to take care of Johnny Depp's dogs if he goes to prison.,[],0
603555607673741312,2015-05-27 13:37:25,7,9,0,0.43,0.04878048780487805,0,Bristol Palin still making bad decisions.,[],0
602855332658970624,2015-05-25 15:14:46,12,12,0,0.43,0.0625,0,New study says just thinking about BBQing meat gives you cancer.,[],0
602839734461853696,2015-05-25 14:12:47,11,17,0,0.43,0.014492753623188406,0,"Americans buy new mattresses on sale to rest fat, meat-filled bodies.",[],0
602834059836928000,2015-05-25 13:50:14,7,13,0,0.43,0.025974025974025976,0,Never forget... the macaroni salad. What's a barbecue without macaroni salad?,[],0
602135320331685889,2015-05-23 15:33:42,15,17,0,0.43,0.029411764705882353,0,Assholes put corn in potato salad.,[],0
601776753980416000,2015-05-22 15:48:53,17,18,0,0.43,0.058823529411764705,0,Josh Duggar cast as dad in new '7th Heaven' reboot.,[],0
601763018213629952,2015-05-22 14:54:18,20,17,0,0.43,0.031746031746031744,0,Josh Duggar says 'molesting is okay as long as you're not gay.',[],0
601386477080223744,2015-05-21 13:58:04,6,4,0,0.43,0.07142857142857142,0,"David Letterman retires, begins Leno hunt.",[],0
601033799691071488,2015-05-20 14:36:39,12,16,0,0.43,0.03076923076923077,0,North Korea makes scary shadow monsters on wall with small hands.,[],0
601025249858220032,2015-05-20 14:02:40,6,8,0,0.43,0.03571428571428571,0,Bill Murray offers to jump out of cakes at gay weddings.,[],0
600667572149886976,2015-05-19 14:21:23,42,52,0,0.43,0.07894736842105263,0,"Obama joins Twitter, Putin blocks him.",[],0
600295478090211328,2015-05-18 13:42:49,10,12,0,0.43,0.11627906976744186,0,Game of Thrones changes name to Rapes R Us.,[],0
598849425272868864,2015-05-14 13:56:43,7,6,0,0.43,0.07142857142857142,0,Breaking: 'The Simpsons' still on the air.,[],0
598844941515763713,2015-05-14 13:38:54,10,10,0,0.43,0.04,0,Nerds furious new Supergirl not 'jackable' enough.,[],0
598550030010732544,2015-05-13 18:07:02,2,4,0,0.43,0.02702702702702703,0,Prince Charles' secret letters reveal he considered ear-reduction surgery.,[],0
598147242076327936,2015-05-12 15:26:30,11,12,0,0.43,0.075,0,Tom Brady deflates Patriots fans' balls.,[],0
597837056174399489,2015-05-11 18:53:56,20,30,0,0.43,0.043478260869565216,0,George Zimmerman blames shooting on black gun.,[],0
597474291223953408,2015-05-10 18:52:26,14,22,0,0.43,0.0136986301369863,0,Millions brunch with annoying older woman who makes them feel inadequate.,[],0
597409553727164418,2015-05-10 14:35:11,26,21,0,0.43,0.21428571428571427,1,Happy Mother's Day! http://t.co/X2tBVkpXKQ,['http://t.co/X2tBVkpXKQ'],0
596305111615311872,2015-05-07 13:26:32,10,13,0,0.43,0.07407407407407407,0,New Hamburglar turns out to be Bill Cosby in disguise.,[],0
595950102327341056,2015-05-06 13:55:51,14,22,0,0.43,0.06666666666666667,0,Amazon changes name to Ultron.,[],0
595589032542740480,2015-05-05 14:01:05,8,17,0,0.43,0.041666666666666664,0,Another loony running for Republican nomination.,[],0
594541723667329024,2015-05-02 16:39:27,20,23,0,0.43,0.06382978723404255,1,"America gave birth to democracy. Suck it, Kate!",[],0
593822264442912770,2015-04-30 17:00:35,4,7,0,0.43,0.07142857142857142,0,"Bernie Sanders denies connection to KFC, refuses to provide Colonel's secret recipe.",[],0
593064910097162242,2015-04-28 14:51:07,13,15,0,0.43,0.03896103896103896,0,Annoying friend gives you even more shit for never having watched 'The Wire.',[],0
593044949509210112,2015-04-28 13:31:48,22,39,0,0.43,0.03225806451612903,0,Palestinians mock Baltimore residents rock-throwing technique.,[],0
592686319479951360,2015-04-27 13:46:44,22,22,0,0.43,0.0425531914893617,0,Millions celebrate Monday in pool of own tears.,[],0
591608039750443008,2015-04-24 14:22:02,5,16,0,0.43,0.05405405405405406,0,Adam Sandler banned from all casinos.,[],0
591601918973214720,2015-04-24 13:57:43,13,29,0,0.43,0.03076923076923077,0,"Dr. Oz adamantly defends himself, launches new line of snake oil.",[],0
591310267725807616,2015-04-23 18:38:48,6,10,0,0.43,0.1,0,"Loretta Lynch confirmed as Attorney General, Fox News melts.",[],0
590879791538171904,2015-04-22 14:08:14,48,32,0,0.43,0.0410958904109589,0,Millions celebrate Earth Day by continuing to slowly kill it by existing.,[],0
590518659279355904,2015-04-21 14:13:14,25,27,0,0.43,0.01818181818181818,0,"Stoners forget it's 4/21, celebrate 420 all over again.",[],0
590145676358606848,2015-04-20 13:31:08,6,7,0,0.43,0.02,0,Your pot dealer is impossible to get on the phone.,[],0
589057874741067776,2015-04-17 13:28:36,5,11,0,0.43,0.06818181818181818,0,Breaking: Han and Chewie can't get you laid.,[],0
588348000830943232,2015-04-15 14:27:49,80,52,0,0.43,0.047619047619047616,0,Aaron Hernandez to be tight end in prison.,[],0
588335702280163328,2015-04-15 13:38:56,32,39,0,0.43,0.0625,0,Millions yell 'motherfucker' at their Turbo Tax.,[],0
587981936129343489,2015-04-14 14:13:12,3,5,0,0.43,0.06756756756756757,0,New poll says majority of Americans need Cymbalta just to watch 'Mad Men.',[],0
587978038555607040,2015-04-14 13:57:43,30,61,0,0.43,0.014925373134328358,0,Coachella breaks world record for largest douchebag gathering ever.,[],0
587609816534777856,2015-04-13 13:34:32,18,21,0,0.43,0.030303030303030304,0,Crazy old white lady makes out with young black dude at Coachella.,[],0
587271116919611394,2015-04-12 15:08:39,12,20,0,0.43,0.038461538461538464,0,"Hillary Clinton announces presidential run, Monica Lewinsky looks for another way to get some attention.",[],0
586536472578281472,2015-04-10 14:29:27,20,20,0,0.43,0.016129032258064516,0,"Hillary rubs hands together, glass ceiling fears for its life.",[],0
586180546285428737,2015-04-09 14:55:07,11,11,0,0.43,0.043478260869565216,0,New Apple update a waste of your fucking time.,[],0
585831066855989248,2015-04-08 15:46:25,22,12,0,0.43,0.075,0,Millions mortgage homes for Apple Watch.,[],0
585449787945779201,2015-04-07 14:31:21,13,13,0,0.43,0.0625,0,Rolling Stone claims to have discovered Bigfoot.,[],0
585100476095541248,2015-04-06 15:23:18,16,28,0,0.43,0.04,0,John Oliver more of a journalist than journalists.,[],0
585095191905832961,2015-04-06 15:02:18,7,7,0,0.43,0.05454545454545454,0,"DMX robs man at gas station, forgets he's fucking rich.",[],0
585080037034057728,2015-04-06 14:02:05,10,10,0,0.43,0.030303030303030304,0,Monday ruined by egg salad farts.,[],0
584721892399050752,2015-04-05 14:18:57,14,11,0,0.43,0.019230769230769232,0,Humans mock barren chickens with multi-colored eggs.,[],0
