id,created_at,retweet_count,favorite_count,verified,botScore,Number of caps ratio,Number of Exclamations,Tweet,URLs,Fake or Not
760154914135740416,2016-08-01 16:47:09,1274,6815,1,0.57,0.08633093525179857,0,55? May be time for some new material. Join @OFA in wishing President Obama happy birthday. https://t.co/oUxjlKyav0 https://t.co/43jKdxP6Ys,"['https://t.co/oUxjlKyav0', 'https://t.co/43jKdxP6Ys']",1
760137543413182464,2016-08-01 15:38:07,724,2980,1,0.57,0.1111111111111111,0,Keep up with the issues that matter to you. Spread the facts. Join the @OFA Truth Team. https://t.co/bjY7c005w5 https://t.co/SDHeeVPnlR,"['https://t.co/bjY7c005w5', 'https://t.co/SDHeeVPnlR']",1
759463243005894656,2016-07-30 18:58:41,1396,5648,1,0.57,0.10071942446043165,0,"""We all have to do our job. The President has done his. Senate Republicans must do theirs."" —@VP Biden https://t.co/QxhI589Zdv #DoYourJob",['https://t.co/QxhI589Zdv'],1
759442520866746368,2016-07-30 17:36:21,1566,7904,1,0.57,0.10526315789473684,0,🎶 Sign the card and wish President Obama a happy birthday. 🎶 https://t.co/NgkIZGXHbc https://t.co/0dkapeIOjR,"['https://t.co/NgkIZGXHbc', 'https://t.co/0dkapeIOjR']",1
759428246446497792,2016-07-30 16:39:38,469,2204,1,0.57,0.13846153846153847,0,"In the weekly address, retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy. https://t.co/QxhI58rAC5",['https://t.co/QxhI58rAC5'],1
759121818758373376,2016-07-29 20:22:00,3260,7879,1,0.57,0.06976744186046512,0,"Before their obstruction of President Obama's nominee, these six senators voted to confirm Judge Garland. https://t.co/xiGIdD2Ask",['https://t.co/xiGIdD2Ask'],1
759102500343537664,2016-07-29 19:05:14,758,2919,1,0.57,0.08264462809917356,0,Add your name if you think the Supreme Court is no place for partisan political games: https://t.co/sK8BDevFue #DoYourJob,['https://t.co/sK8BDevFue'],1
759081698676056064,2016-07-29 17:42:34,5886,17572,1,0.57,0.08270676691729323,0,It's been a record-breaking 135 days since President Obama nominated Judge Garland. The obstruction must end. https://t.co/0P8jRkYUCq,['https://t.co/0P8jRkYUCq'],1
759058522453659653,2016-07-29 16:10:29,1255,6394,1,0.57,0.0873015873015873,0,Help President Obama celebrate his 55th birthday by signing @OFA's card today: https://t.co/nr2aVrgt7C https://t.co/RZuTbsfesr,"['https://t.co/nr2aVrgt7C', 'https://t.co/RZuTbsfesr']",1
758764251683008513,2016-07-28 20:41:09,908,3096,1,0.57,0.043478260869565216,0,Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: https://t.co/sDgDkRxb6W,['https://t.co/sDgDkRxb6W'],1
758749275685658624,2016-07-28 19:41:38,1152,3243,1,0.57,0.045112781954887216,0,"Wildfire seasons are getting longer, more dangerous, and more expensive. We need to do more to #ActOnClimate. https://t.co/hpHjwknx3v",['https://t.co/hpHjwknx3v'],1
758707416384937984,2016-07-28 16:55:18,505,2433,1,0.57,0.14049586776859505,0,Fighting for progress never goes out of style. Get your @OFA Classic Tee: https://t.co/BeG8Ro7HAH https://t.co/UsSmzlKW4z,"['https://t.co/BeG8Ro7HAH', 'https://t.co/UsSmzlKW4z']",1
758686303298826240,2016-07-28 15:31:25,1327,4957,1,0.57,0.03305785123966942,0,It's time to offer serious solutions on how to build on #Obamacare's progress—not take it away. https://t.co/rw69A5Jybh,['https://t.co/rw69A5Jybh'],1
758386214428815360,2016-07-27 19:38:58,2057,8293,1,0.57,0.06818181818181818,0,"We've made a lot of progress, but there's still more work to do. https://t.co/CjniZ7ZTTn",['https://t.co/CjniZ7ZTTn'],1
758352251165388800,2016-07-27 17:24:00,1146,4813,1,0.57,0.0743801652892562,0,"Thanks to #Obamacare, millions of Americans have gained the coverage they need. Say you're proud. https://t.co/cDHxzoPFFk",['https://t.co/cDHxzoPFFk'],1
758325664541925376,2016-07-27 15:38:22,5648,17696,1,0.57,0.05454545454545454,0,"Six years later, and Republican leaders still have no credible #Obamacare alternative. https://t.co/Y6yMqo4bEe",['https://t.co/Y6yMqo4bEe'],1
758037460282515456,2016-07-26 20:33:08,734,3876,1,0.57,0.10810810810810811,0,It's the mark of the movement—wear it proud. Get yours today: https://t.co/9EWLm1eEOB https://t.co/WkXpfoMdMm,"['https://t.co/9EWLm1eEOB', 'https://t.co/WkXpfoMdMm']",1
758025591618539520,2016-07-26 19:45:59,6032,16050,1,0.57,0.03731343283582089,0,Judge Garland is a well qualified nominee. Senate leaders' refusal to even give him a hearing is unacceptable. https://t.co/So0px3M6pr,['https://t.co/So0px3M6pr'],1
758007980856004608,2016-07-26 18:36:00,2166,8251,1,0.57,0.07291666666666667,0,Let's be clear: #Obamacare is working and helping millions of Americans. https://t.co/OVZqdsjkOn,['https://t.co/OVZqdsjkOn'],1
757975090126426114,2016-07-26 16:25:18,1169,3554,1,0.57,0.06382978723404255,0,97 percent of climate scientists agree—climate change is real and man-made. Stand up for bold action: https://t.co/F0IC4JUfn1 #ActOnClimate,['https://t.co/F0IC4JUfn1'],1
757956961727950848,2016-07-26 15:13:16,2884,9876,1,0.57,0.08490566037735849,0,"It's easy to be cynical, but there's no challenge we can't overcome. #ActOnClimate https://t.co/OeUW6YqvLc",['https://t.co/OeUW6YqvLc'],1
757689145745481728,2016-07-25 21:29:04,1158,3906,1,0.57,0.05,0,Add your name if you think we need common-sense legislation to prevent gun violence. https://t.co/u5ACT4qt8v #DisarmHate,['https://t.co/u5ACT4qt8v'],1
757675238809178112,2016-07-25 20:33:48,4939,14183,1,0.57,0.0761904761904762,0,Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHate https://t.co/n46r7RDnQI,['https://t.co/n46r7RDnQI'],1
757658599254401024,2016-07-25 19:27:41,342,0,1,0.57,0.05555555555555555,0,"RT @FactsOnClimate: Announcing the sequel to the #ParisAgreement — ""the most significant action this year"" to reduce global warming: https:…",[],1
757637147381731328,2016-07-25 18:02:26,716,2796,1,0.57,0.050359712230215826,0,Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy. https://t.co/tnioCrRvkC,['https://t.co/tnioCrRvkC'],1
757621964311715840,2016-07-25 17:02:06,3826,11437,1,0.57,0.08527131782945736,0,Restoring the Supreme Court to full strength must remain above Senate leaders' petty politics. #DoYourJob https://t.co/H5EWm5gQug,['https://t.co/H5EWm5gQug'],1
757605228313096192,2016-07-25 15:55:36,3567,10037,1,0.57,0.03333333333333333,0,The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meet—we need to #RaiseTheWage.,[],1
756910260955193345,2016-07-23 17:54:03,1557,6645,1,0.57,0.0380952380952381,0,"""Our economy is stronger today than it was before the crisis."" —President Obama https://t.co/u441ol4m3B",['https://t.co/u441ol4m3B'],1
756883795169521664,2016-07-23 16:08:53,625,2786,1,0.57,0.06060606060606061,0,"In the weekly address, @SenWarren joins President Obama to discuss economic progress and Wall Street reform. https://t.co/u441ol4m3B",['https://t.co/u441ol4m3B'],1
756529665087451136,2016-07-22 16:41:42,1023,3536,1,0.57,0.05755395683453238,0,Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy: https://t.co/aYkFs9IzS7,['https://t.co/aYkFs9IzS7'],1
756509973048287232,2016-07-22 15:23:27,3350,9415,1,0.57,0.09523809523809523,0,A reminder for Senate leaders: Judge Garland has had strong bipartisan support in the past. #DoYourJob https://t.co/dFjboU0TYX,['https://t.co/dFjboU0TYX'],1
756229824075603968,2016-07-21 20:50:14,625,2529,1,0.57,0.06201550387596899,0,Ida is one of the millions of people getting new opportunities to go solar and save money. Find out more: https://t.co/GTDwZu2lNT,['https://t.co/GTDwZu2lNT'],1
756205480326799361,2016-07-21 19:13:30,2566,8979,1,0.57,0.08333333333333333,0,Our economy is making real progress. https://t.co/xBgqyYEoG0,['https://t.co/xBgqyYEoG0'],1
756185920663986180,2016-07-21 17:55:47,5493,13178,1,0.57,0.05357142857142857,0,"By almost every economic measure, our economy is better off than it was eight years ago. https://t.co/iWSkzgSIkG",['https://t.co/iWSkzgSIkG'],1
756156617716928512,2016-07-21 15:59:21,4550,15822,1,0.57,0.015503875968992248,0,America’s businesses have created more than 14 million new private-sector jobs over 76 straight months. https://t.co/e4a5X2bv0j,['https://t.co/e4a5X2bv0j'],1
755848347659874304,2016-07-20 19:34:23,1718,4056,1,0.57,0.06299212598425197,0,"For three years in a row, heat records have been broken across the globe. We have to #ActOnClimate now. https://t.co/Ps1Dk0Asqx",['https://t.co/Ps1Dk0Asqx'],1
755817993637027840,2016-07-20 17:33:46,1035,0,1,0.57,0.11971830985915492,0,"RT @WhiteHouse: FACT: Since @POTUS took office more than 50,000 workers have been trained to enter the solar industry #ActOnClimate https:/…",[],1
755788909213208576,2016-07-20 15:38:12,1048,2920,1,0.57,0.10714285714285714,0,Make your voice heard: The Senate must fill the vacancy on the Supreme Court. https://t.co/GguLMpuUkq #DoYourJob,['https://t.co/GguLMpuUkq'],1
755434595256901632,2016-07-19 16:10:17,7636,12909,1,0.57,0.03571428571428571,0,Today marks 125 days since Judge Garland's nomination—the longest time in history from nomination to confirmation. https://t.co/9qff6NdrmR,['https://t.co/9qff6NdrmR'],1
755140916411666432,2016-07-18 20:43:18,1147,3295,1,0.57,0.06666666666666667,0,Editorial boards across the country are calling on Senate leaders to fill the Supreme Court vacancy. Read more: https://t.co/IArYejb7bN,['https://t.co/IArYejb7bN'],1
755111207279792128,2016-07-18 18:45:15,1104,4184,1,0.57,0.08695652173913043,0,The majority of Americans believe Judge Garland should get a fair hearing—add your name if you agree. https://t.co/mkmVF9JsZW #DoYourJob,['https://t.co/mkmVF9JsZW'],1
755080309905862657,2016-07-18 16:42:29,942,2597,1,0.57,0.16296296296296298,0,Read President Obama's op-ed in the @WSJ on the need for Senate leaders to fill the #SCOTUS vacancy: https://t.co/CdCsAdSJlB #DoYourJob,['https://t.co/CdCsAdSJlB'],1
754783642933616640,2016-07-17 21:03:38,745,2644,1,0.57,0.07142857142857142,0,Happening now: President Obama is delivering a statement on the shooting in Baton Rouge. https://t.co/51KA2cvfHk,['https://t.co/51KA2cvfHk'],1
754027396131491840,2016-07-15 18:58:35,585,2872,1,0.57,0.08108108108108109,0,Happening now: President Obama is delivering remarks at the Diplomatic Corps Reception. https://t.co/0UeX55Gijc,['https://t.co/0UeX55Gijc'],1
753702652060442624,2016-07-14 21:28:10,830,3197,1,0.57,0.09701492537313433,0,Tonight: President Obama joins a town hall discussion on communities and policing. Watch at 8 p.m. ET on @ABC: https://t.co/TeFybh04PX,['https://t.co/TeFybh04PX'],1
753658746849505280,2016-07-14 18:33:42,478,2079,1,0.57,0.11818181818181818,0,Stay in touch with the latest news—join the @OFA Truth Team: https://t.co/7KhfzVgngW https://t.co/4JlimjSOUx,"['https://t.co/7KhfzVgngW', 'https://t.co/4JlimjSOUx']",1
753626880947818497,2016-07-14 16:27:04,600,2336,1,0.57,0.12121212121212122,0,Check out @VP Biden on the Supreme Court vacancy and Senate Republicans’ continued obstruction. https://t.co/HY8W77Ky1J #DoYourJob,['https://t.co/HY8W77Ky1J'],1
753262046817325056,2016-07-13 16:17:21,1552,5615,1,0.57,0.11650485436893204,0,Watch President Obama deliver remarks at the #DallasMemorial service yesterday. https://t.co/BHIQTdnIDr,['https://t.co/BHIQTdnIDr'],1
752937383461433344,2016-07-12 18:47:15,833,3429,1,0.57,0.043795620437956206,0,President Obama is delivering remarks at an interfaith memorial service for the fallen police officers in Dallas. https://t.co/10WxYmaIke,['https://t.co/10WxYmaIke'],1
752910203213930496,2016-07-12 16:59:15,703,3084,1,0.57,0.08029197080291971,0,"At 1:40 p.m. ET, President Obama will be speaking at a memorial service for the fallen police officers in Dallas. https://t.co/mSqpIVvZzZ",['https://t.co/mSqpIVvZzZ'],1
751428889348493312,2016-07-08 14:53:02,2178,0,1,0.57,0.08333333333333333,0,"RT @WhiteHouse: ""We stand united with the people and the police department in Dallas."" —@POTUS on last night's attack in #Dallas: https://t…",['https://t\xe2\x80\xa6'],1
751178271459463168,2016-07-07 22:17:10,1099,0,1,0.57,0.11971830985915492,0,"RT @WhiteHouse: At 6:35pm ET, @POTUS will speak on the reports of police shootings in Louisiana and Minnesota. Tune in: https://t.co/h292HS…",['https://t.co/h292HS\xe2\x80\xa6'],1
749996528186646537,2016-07-04 16:01:21,5684,23748,1,0.57,0.15555555555555556,0,Happy Fourth of July. https://t.co/AQHiti7Yye,['https://t.co/AQHiti7Yye'],1
749683934548619264,2016-07-03 19:19:13,6170,21314,1,0.57,0.03597122302158273,0,"""Just imagine the peace and justice that would be possible in our world if we all lived a little more like Elie Wiesel."" —President Obama",[],1
749257791932657664,2016-07-02 15:05:52,772,2816,1,0.57,0.11224489795918367,0,Watch President Obama share a #FourthOfJuly message in the weekly address. https://t.co/7S5VzgA4OM,['https://t.co/7S5VzgA4OM'],1
748998123737849856,2016-07-01 21:54:03,1403,4601,1,0.57,0.0916030534351145,0,Millions of Americans believe the Senate should hold a fair hearing for Judge Garland. Are you one of them? https://t.co/y5zGBXLvZZ,['https://t.co/y5zGBXLvZZ'],1
748983030149099520,2016-07-01 20:54:04,714,2387,1,0.57,0.05,0,"Nationwide, editorial boards agree that Senate leaders should get to work and hold a fair hearing for Judge Garland. https://t.co/y7tYvcyILv",['https://t.co/y7tYvcyILv'],1
748958754020790272,2016-07-01 19:17:36,1442,5892,1,0.57,0.04411764705882353,0,Chicago raising its minimum wage is another reminder: Congress needs to keep up and #RaiseTheWage for hard-working Americans nationwide.,[],1
748957408878211072,2016-07-01 19:12:15,1178,6543,1,0.57,0.05223880597014925,0,Congrats to Chicago and all those who fought to #RaiseTheWage. Boosting paychecks for hard-working Americans is the right thing to do.,[],1
748928742106488833,2016-07-01 17:18:21,502,2199,1,0.57,0.17391304347826086,0,Don't let the facts get drowned out. Join the OFA Truth Team today: https://t.co/RgBRNLYdYl https://t.co/SN8HUXw2H4,"['https://t.co/RgBRNLYdYl', 'https://t.co/SN8HUXw2H4']",1
748907986563792897,2016-07-01 15:55:52,1232,3497,1,0.57,0.050359712230215826,0,"Since #Obamacare passed, health care spending has been slowing—and the uninsured rate is down to an all-time low. https://t.co/DV3FT10f7M",['https://t.co/DV3FT10f7M'],1
748706505898266624,2016-07-01 02:35:15,1112,6840,1,0.57,0.09523809523809523,0,Quick—you're running out of time to chip in before the fundraising deadline. https://t.co/1c3ejYu2WB https://t.co/JM9WbRIBFZ,"['https://t.co/1c3ejYu2WB', 'https://t.co/JM9WbRIBFZ']",1
748668917292347393,2016-07-01 00:05:54,1322,3677,1,0.57,0.06569343065693431,0,"We can do more than thoughts, prayers, and moments of silence. Add your voice to call on Congress to #DisarmHate. https://t.co/6CiFxUwwD7",['https://t.co/6CiFxUwwD7'],1
748635923672231937,2016-06-30 21:54:47,1115,5924,1,0.57,0.0782608695652174,0,Stretch it out and get ready—the fundraising deadline is tonight. https://t.co/Ke22u7JHCa https://t.co/rwNuTtdgKA,"['https://t.co/Ke22u7JHCa', 'https://t.co/rwNuTtdgKA']",1
748599234652413952,2016-06-30 19:29:00,2640,9480,1,0.57,0.09615384615384616,0,An overwhelming majority of Americans agree—Congress needs to act. #DisarmHate https://t.co/JuVv8MrEaO,['https://t.co/JuVv8MrEaO'],1
748574303252209664,2016-06-30 17:49:56,464,2757,1,0.57,0.030612244897959183,0,Reach out and help build this movement—pitch in: https://t.co/71qtnqx0Xj https://t.co/k6jketWz1r,"['https://t.co/71qtnqx0Xj', 'https://t.co/k6jketWz1r']",1
748540238109118464,2016-06-30 15:34:34,4358,12955,1,0.57,0.08270676691729323,0,"After Monday's #SCOTUS ruling, more unconstitutional restrictions on women's reproductive rights are falling. https://t.co/q6D3sbHEpq",['https://t.co/q6D3sbHEpq'],1
748282545674977281,2016-06-29 22:30:35,876,3073,1,0.57,0.10071942446043165,0,Add your name if you agree: Climate change is real and it's going to take global action to tackle it. https://t.co/HC4QGNDFWC #ActOnClimate,['https://t.co/HC4QGNDFWC'],1
748264084710133760,2016-06-29 21:17:14,1443,5520,1,0.57,0.0945945945945946,0,A new historic goal in the fight to #ActOnClimate. https://t.co/sAu2fHdxAb,['https://t.co/sAu2fHdxAb'],1
747861162591608832,2016-06-28 18:36:10,961,2809,1,0.57,0.0891089108910891,0,Speak up and demand that Congress act on gun violence prevention: https://t.co/pA6IzzIE5A #DisarmHate,['https://t.co/pA6IzzIE5A'],1
747846081241718785,2016-06-28 17:36:14,5619,16674,1,0.57,0.07633587786259542,0,Enough has been enough for a long time. Congress needs to vote on sensible gun legislation now. #DisarmHate https://t.co/twRQQnTBvK,['https://t.co/twRQQnTBvK'],1
747830720387682304,2016-06-28 16:35:12,586,2221,1,0.57,0.13385826771653545,0,"Congratulations to D.C., and thanks to Mayor Bowser and the D.C. Council for fighting to #RaiseTheWage. https://t.co/7cXBVUFCmn",['https://t.co/7cXBVUFCmn'],1
747815714447233024,2016-06-28 15:35:34,3216,10278,1,0.57,0.041666666666666664,0,"""She outworked her rivals ... and became a role model to millions of Americans—including our two daughters."" —President Obama on Pat Summitt",[],1
747536098306326529,2016-06-27 21:04:29,1206,5563,1,0.57,0.08264462809917356,0,You don't need super powers to help push progress forward. Chip in today: https://t.co/yCxp5APr5E https://t.co/iHbjSMt3Ug,"['https://t.co/yCxp5APr5E', 'https://t.co/iHbjSMt3Ug']",1
747529470026780672,2016-06-27 20:38:08,292,0,1,0.57,0.11643835616438356,0,RT @SecretaryJewell: Today we celebrate Stonewall National Monument &amp; all those who made the 1st LGBT monument possible.SJ #FindYourPark ht…,[],1
747513577330769920,2016-06-27 19:34:59,3916,11956,1,0.57,0.07317073170731707,0,Today's #SCOTUS ruling reaffirms that every woman has a right to make her own reproductive choices. https://t.co/uvgc9MgX3e,['https://t.co/uvgc9MgX3e'],1
747493475210264576,2016-06-27 18:15:06,832,3071,1,0.57,0.017699115044247787,0,Say you'll keep fighting to protect a woman's right to make her own reproductive choices. https://t.co/pkbjaxm9wO,['https://t.co/pkbjaxm9wO'],1
747474265176309760,2016-06-27 16:58:46,1560,4613,1,0.57,0.06474820143884892,0,The Supreme Court just struck down Texas' overly restrictive abortion laws—a win for women's reproductive rights. https://t.co/DMDwVnq6Vt,['https://t.co/DMDwVnq6Vt'],1
747450365902131200,2016-06-27 15:23:48,886,0,1,0.57,0.08904109589041095,0,RT @PPact: This is a win for Texans &amp; women across the country who need access to abortion. https://t.co/UEatutANNk #MyDecision https://t.c…,"['https://t.co/UEatutANNk', 'https://t.c\xe2\x80\xa6']",1
747226359211098112,2016-06-27 00:33:41,868,3133,1,0.57,0.08181818181818182,0,Love only wins when people like you stand up and fight for it. Are you in? https://t.co/bHtizDnaTY #LoveIsLove,['https://t.co/bHtizDnaTY'],1
747209323303026688,2016-06-26 23:25:59,2437,7874,1,0.57,0.096,0,We must keep working toward an America free from discrimination against LGBT individuals. #LoveIsLove https://t.co/YxdiL21fIl,['https://t.co/YxdiL21fIl'],1
747190986183446528,2016-06-26 22:13:07,1191,4004,1,0.57,0.112,0,President Obama designates the first national monument honoring the LGBT rights movement. https://t.co/vpPSEnyXV6 #LoveIsLove,['https://t.co/vpPSEnyXV6'],1
747174352274202624,2016-06-26 21:07:02,814,3718,1,0.57,0.09302325581395349,0,Wear your love with pride. https://t.co/6863wUsjbn #LoveIsLove https://t.co/efRPdSb0dk,"['https://t.co/6863wUsjbn', 'https://t.co/efRPdSb0dk']",1
747152944047362049,2016-06-26 19:41:57,1532,4684,1,0.57,0.06060606060606061,0,"""We can’t rest. We’ve got to keep pushing for equality and acceptance and tolerance."" —President Obama https://t.co/qJOqlrn0HP",['https://t.co/qJOqlrn0HP'],1
747124730126282752,2016-06-26 17:49:51,29377,53758,1,0.57,0.08870967741935484,0,Marriage equality is one year old. But we still have a long way to go for full equality. #LoveIsLove https://t.co/nwM1XFHKzG,['https://t.co/nwM1XFHKzG'],1
747066897917685760,2016-06-26 14:00:02,635,2427,1,0.57,0.11956521739130435,0,Stand in solidarity with LGBT Americans—add your name. https://t.co/1gGugHitl1 #LoveIsLove,['https://t.co/1gGugHitl1'],1
746815469726765056,2016-06-25 21:20:57,5493,17214,1,0.57,0.12698412698412698,0,We've made enormous progress toward full equality for LGBT Americans. Let's keep it going. #LoveIsLove https://t.co/x4mTOKQSiP,['https://t.co/x4mTOKQSiP'],1
746783589312888832,2016-06-25 19:14:16,551,2325,1,0.57,0.07142857142857142,0,"In the weekly address, President Obama discusses the Stonewall Inn's significance and the ongoing push for progress: https://t.co/FVKkSnnuCt",['https://t.co/FVKkSnnuCt'],1
746481901075046405,2016-06-24 23:15:28,1369,3299,1,0.57,0.06766917293233082,0,Take a look: @VP Biden discusses what 4-4 decisions—like yesterday's on immigration—mean for our country. https://t.co/y6FXMAEzzd,['https://t.co/y6FXMAEzzd'],1
746450966183022593,2016-06-24 21:12:33,802,2966,1,0.57,0.06521739130434782,0,"From gun violence prevention to LGBT rights, this grassroots movement is fighting for progress. Show your support: https://t.co/wc9gPY0h3G",['https://t.co/wc9gPY0h3G'],1
746432173977239553,2016-06-24 19:57:52,1366,3757,1,0.57,0.07092198581560284,0,"""Stonewall will be our first national monument to tell the story of the struggle for LGBT rights."" —President Obama https://t.co/PhswSyKsub",['https://t.co/PhswSyKsub'],1
746411439666036737,2016-06-24 18:35:29,1831,5434,1,0.57,0.06716417910447761,0,"A few words used by leading legal minds to describe Judge Garland:
Phenomenal
Exceptionally bright
Fair-minded https://t.co/BqmzlabZlZ",['https://t.co/BqmzlabZlZ'],1
746385404841058304,2016-06-24 16:52:02,656,2169,1,0.57,0.11926605504587157,0,Think the Senate should give Judge Garland a fair hearing? Add your voice: https://t.co/iFQlY95TGt #DoYourJob,['https://t.co/iFQlY95TGt'],1
746365522292408320,2016-06-24 15:33:01,6659,13802,1,0.57,0.09375,0,"Because Senate leaders refuse to do their jobs, the Supreme Court cannot properly do its job. #DoYourJob https://t.co/DvqUdLN2pA",['https://t.co/DvqUdLN2pA'],1
746106163414982656,2016-06-23 22:22:25,1273,3433,1,0.57,0.07920792079207921,0,Speak up and demand that Congress act on gun violence prevention: https://t.co/Mo8ulIwRZg #DisarmHate,['https://t.co/Mo8ulIwRZg'],1
746086073361543168,2016-06-23 21:02:36,4919,14112,1,0.57,0.06153846153846154,0,Congress: Listen to the millions of voices demanding a vote on efforts to reduce gun violence. #DisarmHate https://t.co/X2uYxbJSs0,['https://t.co/X2uYxbJSs0'],1
746050114792218624,2016-06-23 18:39:42,687,2133,1,0.57,0.043478260869565216,0,"Our immigration system is broken, and we need Congress for a long-term solution—speak up for #ImmigrationAction: https://t.co/apx4e9xPmN",['https://t.co/apx4e9xPmN'],1
746033742972592128,2016-06-23 17:34:39,731,0,1,0.57,0.145985401459854,0,"RT @WhiteHouse: Watch → @POTUS on why today's #SCOTUS decision sets us back even further
on immigration reform: https://t.co/kdrhQQbPiS",['https://t.co/kdrhQQbPiS'],1
746008225020059648,2016-06-23 15:53:15,473,1492,1,0.57,0.11290322580645161,0,LIVE: President Obama is speaking about today's Supreme Court immigration ruling. https://t.co/65QpzfLGS3 #ImmigrationAction,['https://t.co/65QpzfLGS3'],1
745791074958991360,2016-06-23 01:30:23,6782,17635,1,0.57,0.08029197080291971,0,We need more than moments of silence. We need action. And that's what's going on in the House now: https://t.co/L9m0dSfipA #NoBillNoBreak,['https://t.co/L9m0dSfipA'],1
745746462403792896,2016-06-22 22:33:06,4118,0,1,0.57,0.09420289855072464,0,"RT @VP: Always the keeper of the nation's conscience at times of challenge and controversy. Thank you, John Lewis. https://t.co/D9CW2A3a2B",['https://t.co/D9CW2A3a2B'],1
745687620957548545,2016-06-22 18:39:17,10983,0,1,0.57,0.04794520547945205,0,RT @repjohnlewis: My colleagues &amp; I have had enough. We are sitting-in on the House Floor until we get a vote to address gun violence. http…,[],1
745670465327247363,2016-06-22 17:31:07,4620,12767,1,0.57,0.08256880733944955,0,The kind of obstruction we're seeing from Senate leaders is unprecedented. #DoYourJob https://t.co/W4TbswBwvS,['https://t.co/W4TbswBwvS'],1
745636531604324352,2016-06-22 15:16:17,1266,3653,1,0.57,0.0661764705882353,0,"If you're one of the millions of Americans who believes Judge Garland should get a fair hearing, add your voice: https://t.co/51SBeDdTKl",['https://t.co/51SBeDdTKl'],1
745376418381471744,2016-06-21 22:02:41,1254,3842,1,0.57,0.08490566037735849,0,Judge Merrick Garland just received the American Bar Association's highest rating: https://t.co/9ew2WSpFqd,['https://t.co/9ew2WSpFqd'],1
745358789382017025,2016-06-21 20:52:38,512,1747,1,0.57,0.05263157894736842,0,Say you support decisive action to tackle climate change. https://t.co/S9gkxn0wpv #ActOnClimate,['https://t.co/S9gkxn0wpv'],1
745342377796112384,2016-06-21 19:47:25,1137,3483,1,0.57,0.11320754716981132,0,Clean energy is here to stay. https://t.co/meQoPVWXtg,['https://t.co/meQoPVWXtg'],1
745311778502914048,2016-06-21 17:45:49,1462,5562,1,0.57,0.09734513274336283,0,"""There's something sacred about this place."" —President Obama on Yosemite National Park https://t.co/BOsfJ0C9W7",['https://t.co/BOsfJ0C9W7'],1
745281834804617216,2016-06-21 15:46:50,64153,0,1,0.57,0.08450704225352113,0,"RT @POTUS: Gun violence requires more than moments of silence. It requires action. In failing that test, the Senate failed the American peo…",[],1
744975532891136000,2016-06-20 19:29:42,568,2447,1,0.57,0.15384615384615385,0,Staying informed is too important leave to chance. Join the @OFA Truth Team today: https://t.co/ltq6xPBNfI https://t.co/6FQZXGLTHA,"['https://t.co/ltq6xPBNfI', 'https://t.co/6FQZXGLTHA']",1
744940151231549440,2016-06-20 17:09:07,505,1928,1,0.57,0.05217391304347826,0,Join @vj44 on a conference call to discuss efforts we can take to help reduce gun violence. https://t.co/AzL9CkYA7z,['https://t.co/AzL9CkYA7z'],1
744925060721348609,2016-06-20 16:09:09,753,2688,1,0.57,0.08130081300813008,0,"Take a look at President Obama's interview with @NatGeo on national parks, climate change and more. https://t.co/xtbFt2XMHI",['https://t.co/xtbFt2XMHI'],1
744590453840969729,2016-06-19 17:59:32,2002,6742,1,0.57,0.1111111111111111,0,"""To me, fatherhood means being there."" —President Obama https://t.co/rL6RROGvQg",['https://t.co/rL6RROGvQg'],1
744572774400692224,2016-06-19 16:49:17,11721,44753,1,0.57,0.08695652173913043,0,Happy Father's Day to all the dads out there. https://t.co/okqSRnQk6n,['https://t.co/okqSRnQk6n'],1
744310856331198464,2016-06-18 23:28:31,827,3177,1,0.57,0.057971014492753624,0,"In the weekly address, the President talks about setting examples for children in light of tragedies like Orlando. https://t.co/B1k1FHYR76",['https://t.co/B1k1FHYR76'],1
744250571465629696,2016-06-18 19:28:58,3021,0,1,0.57,0.08783783783783784,0,"RT @WhiteHouse: ""These parks belong to all of us. This planet belongs to all of us. It’s the only one we’ve got"" —@POTUS in Yosemite https:…",[],1
744190760904450053,2016-06-18 15:31:18,5176,21098,1,0.57,0.04878048780487805,0,President Obama has taken unprecedented steps to protect our land and water for future generations. https://t.co/D5PNr4itC5,['https://t.co/D5PNr4itC5'],1
743913011975454720,2016-06-17 21:07:37,2078,6425,1,0.57,0.09016393442622951,0,"This week, people all over the world came together to stand with the LGBT community—take a look: https://t.co/YyZsmZOpUZ",['https://t.co/YyZsmZOpUZ'],1
743871594959896576,2016-06-17 18:23:03,1722,0,1,0.57,0.056338028169014086,0,RT @VP: Taking steps to reduce gun violence worth doing if it could save one life. But it could save far more. Finish this. https://t.co/P7…,['https://t.co/P7\xe2\x80\xa6'],1
743619451589898240,2016-06-17 01:41:07,1298,0,1,0.57,0.10273972602739725,0,RT @WhiteHouse: Today @POTUS &amp; @VP visited Orlando. Watch the President give remarks after meeting with the families of the victims: https:…,[],1
